result_type,data_scope,method,W,latent_dim,compression_ratio_mean,cr_int8_estimated,encode_ms_mean,decode_ms_mean,mae_mean,rmse_mean,worst_abs_error,model_size_kb,safe_pass,safety_rejected_reason,notes
learned_compression,eps_only,tcn_ae,16,4,52.0,208.0,1.01081,0.99200333,1.68322873,3.57851601,35.12135315,186.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,4,52.0,208.0,1.15229667,1.67900667,1.79922354,3.82661819,35.18627548,186.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,8,26.0,104.0,1.01822333,1.11572333,1.49245644,3.25921941,35.73509598,212.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,8,26.0,104.0,0.95100333,0.91659667,1.67130375,3.57941866,34.62345123,212.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,8,26.0,104.0,1.09398,1.21941,1.74721694,3.78026843,34.29819489,212.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,16,13.0,52.0,0.92040667,0.9042,1.66826451,3.79078054,36.29914093,264.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,16,13.0,52.0,0.99576,1.01443333,1.68864894,3.66109276,43.53483963,264.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,16,13.0,52.0,1.00657,1.70799,1.49274528,3.18374348,34.95524979,264.189,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,32,6.5,26.0,0.99901,1.0502,1.64337051,3.74905658,36.02047729,368.252,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,32,6.5,26.0,0.96013667,0.95925,1.60204434,3.2594409,34.54221344,368.252,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,tcn_ae,16,32,6.5,26.0,1.0941,1.17771,1.70154107,3.77247238,43.43937302,368.252,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,4,104.0,416.0,0.38217667,0.41815,1.63080287,3.45444345,34.81527328,1137.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,4,104.0,416.0,0.34411,0.54201667,1.65143716,3.51664352,34.60661697,1137.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,4,104.0,416.0,0.33311333,0.3697,1.6594032,3.55036879,34.953125,1137.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,8,52.0,208.0,0.35765667,0.35627333,1.61384022,3.40594268,34.60489273,1141.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,8,52.0,208.0,0.38940333,0.33108,1.55737233,3.31253219,33.78969193,1141.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,8,52.0,208.0,0.30640333,0.34916,1.56556129,3.33735847,35.45040131,1141.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,16,26.0,104.0,0.36229333,0.34059333,1.58634889,3.37064862,35.38332748,1149.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,16,26.0,104.0,0.28920333,0.29829333,1.60236192,3.40973854,34.01050568,1149.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,16,26.0,104.0,0.36730333,0.37328333,1.59269238,3.39069891,35.90192795,1149.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,32,13.0,52.0,0.30049333,0.34053333,1.52730823,3.21796703,36.33534622,1165.064,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,32,13.0,52.0,0.35158667,0.41631,1.4927758,3.2135675,36.93924332,1165.064,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,fc_ae,32,32,13.0,52.0,0.30919333,0.34211667,1.49837887,3.20633674,37.08090973,1165.064,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,32,4,104.0,416.0,0.34293667,0.35699667,1.63080287,3.45444345,34.81527328,1137.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,32,4,104.0,416.0,0.26667,0.2997,1.65143716,3.51664352,34.60661697,1137.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,32,4,104.0,416.0,0.27767,0.29932333,1.6594032,3.55036879,34.953125,1137.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,32,8,52.0,208.0,0.32336,0.33768667,1.61384022,3.40594268,34.60489273,1141.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
learned_compression,eps_only,weighted_fc_ae,32,8,52.0,208.0,0.30831,0.31303,1.55737233,3.31253219,33.78969193,1141.002,false,worst_case_error_exceeds_bound,safety_rejected; ranking=safe_pass_then_CR_then_encode_latency
